timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1628877858679,3,HTTP Request,200,OK,Fetch Player By Id 2-86,text,true,,268,130,1,1,http://localhost:4000/api/player/87,3,0,1
1628877858733,3,HTTP Request,200,OK,Fetch Player By Id 2-87,text,true,,268,130,1,1,http://localhost:4000/api/player/88,3,0,1
1628877858784,2,HTTP Request,200,OK,Fetch Player By Id 2-88,text,true,,268,130,1,1,http://localhost:4000/api/player/89,2,0,1
1628877858829,2,HTTP Request,200,OK,Fetch Player By Id 2-89,text,true,,268,130,1,1,http://localhost:4000/api/player/90,2,0,1
1628877858886,2,HTTP Request,200,OK,Fetch Player By Id 2-90,text,true,,268,130,1,1,http://localhost:4000/api/player/91,2,0,1
1628877858937,2,HTTP Request,200,OK,Fetch Player By Id 2-91,text,true,,268,130,1,1,http://localhost:4000/api/player/92,2,0,1
1628877858979,2,HTTP Request,200,OK,Fetch Player By Id 2-92,text,true,,268,130,1,1,http://localhost:4000/api/player/93,2,0,1
1628877859030,1,HTTP Request,200,OK,Fetch Player By Id 2-93,text,true,,268,130,1,1,http://localhost:4000/api/player/94,1,0,0
1628877859081,1,HTTP Request,200,OK,Fetch Player By Id 2-94,text,true,,268,130,1,1,http://localhost:4000/api/player/95,1,0,0
1628877859135,2,HTTP Request,200,OK,Fetch Player By Id 2-95,text,true,,268,130,1,1,http://localhost:4000/api/player/96,2,0,1
1628877859179,1,HTTP Request,200,OK,Fetch Player By Id 2-96,text,true,,268,130,1,1,http://localhost:4000/api/player/97,1,0,0
1628877859225,2,HTTP Request,200,OK,Fetch Player By Id 2-97,text,true,,268,130,1,1,http://localhost:4000/api/player/98,2,0,1
1628877859281,2,HTTP Request,200,OK,Fetch Player By Id 2-98,text,true,,268,130,1,1,http://localhost:4000/api/player/99,2,0,1
1628877859329,1,HTTP Request,200,OK,Fetch Player By Id 2-99,text,true,,269,131,1,1,http://localhost:4000/api/player/100,1,0,0
1628877859382,2,HTTP Request,200,OK,Fetch Player By Id 2-100,text,true,,267,129,1,1,http://localhost:4000/api/player/2,1,0,1
